"IDADE";"SALARIO_ANUAL";"PROPRIEDADE";"ANOS_TRABALHANDO";"MOTIVO_EMPRESTIMO";"PONTUACAO_EMPRESTIMO";"VALOR_EMPRESTIMO";"TAXA_JUROS";"POSSIBILIDADE_INADIMPLENCIA";"RENDA_PERCENTUAL_EMPRESTIMO";"INADIMPLENTE";"SOLICITACAO_CREDITO_CARTAO_DEBITO"
21;33600;"Alugado";2.0;"Médico";"B";12000;11.12;1;25.0;"N";3
37;40000;"Própria";1.0;"Melhora do lar";"B";15000;11.48;0;31.2;"N";17
26;33996;"Alugado";2.0;"Pessoal";"B";10800;11.12;1;22.5;"N";3
35;85000;"Hipoteca";0.0;"Educativo";"B";20000;12.21;0;41.7;"N";10
26;55500;"Alugado";3.0;"Médico";"C";10000;0.0;0;20.8;"Y";4
22;30000;"Alugado";6.0;"Médico";"A";8000;5.42;0;16.7;"N";4
33;94000;"Alugado";4.0;"Empreendimento";"A";7200;0.0;0;15.0;"N";6
38;51504;"Alugado";3.0;"Empreendimento";"C";10500;12.53;0;21.9;"N";17
25;60000;"Alugado";9.0;"Empreendimento";"B";10000;9.91;0;20.8;"N";3
31;122000;"Alugado";2.0;"Educativo";"C";25600;15.96;0;53.3;"Y";7
30;96000;"Hipoteca";7.0;"Médico";"A";8000;6.99;0;16.7;"N";8
29;108000;"Hipoteca";13.0;"Pagamento de débito";"A";3500;6.76;0;7.3;"N";5
24;37000;"Hipoteca";8.0;"Médico";"B";10000;10.99;0;20.8;"N";3
21;36000;"Hipoteca";5.0;"Médico";"B";1000;12.42;0;2.1;"N";2
28;48000;"Alugado";2.0;"Pagamento de débito";"A";4000;0.0;0;8.3;"N";7
26;38004;"Alugado";3.0;"Médico";"C";10000;13.48;0;20.8;"N";3
23;74064;"Alugado";3.0;"Pagamento de débito";"B";22000;10.59;0;45.8;"N";3
25;59000;"Própria";6.0;"Melhora do lar";"A";5000;6.17;0;10.4;"N";2
23;46450;"Hipoteca";6.0;"Educativo";"A";10000;5.42;0;20.8;"N";2
35;40000;"Própria";5.0;"Empreendimento";"A";8000;7.66;0;16.7;"N";7
32;22000;"Alugado";9.0;"Médico";"E";10000;18.39;1;20.8;"Y";6
32;75000;"Alugado";6.0;"Melhora do lar";"B";15000;8.88;1;31.2;"N";9
36;75000;"Hipoteca";2.0;"Pagamento de débito";"B";14400;10.25;0;30.0;"N";15
25;95000;"Hipoteca";7.0;"Pessoal";"A";5000;7.43;0;10.4;"N";2
37;44000;"Alugado";12.0;"Empreendimento";"C";3500;13.61;0;7.3;"N";15
22;54996;"Alugado";5.0;"Pagamento de débito";"A";7200;7.66;0;15.0;"N";2
36;60000;"Hipoteca";3.0;"Pagamento de débito";"D";13000;14.11;1;27.1;"Y";14
34;69000;"Alugado";0.0;"Empreendimento";"D";5800;14.59;1;12.1;"Y";5
39;100000;"Hipoteca";5.0;"Empreendimento";"B";12000;0.0;0;25.0;"N";13
30;42000;"Alugado";2.0;"Médico";"B";5000;0.0;0;10.4;"N";7
34;63504;"Alugado";0.0;"Médico";"B";3500;10.0;0;7.3;"N";6
31;135000;"Hipoteca";14.0;"Pessoal";"B";15000;10.75;0;31.2;"N";6
27;39996;"Própria";1.0;"Empreendimento";"B";8000;12.53;0;16.7;"N";6
22;69700;"Alugado";4.0;"Empreendimento";"B";11200;0.0;0;23.3;"N";2
42;52400;"Hipoteca";14.0;"Pessoal";"B";21000;10.38;0;43.8;"N";15
22;135000;"Hipoteca";0.0;"Pagamento de débito";"A";10800;8.0;0;22.5;"N";4
30;56030;"Hipoteca";14.0;"Pessoal";"B";13000;11.89;0;27.1;"N";7
25;39000;"Alugado";6.0;"Empreendimento";"D";16000;15.65;1;33.3;"Y";3
31;57758;"Hipoteca";0.0;"Pagamento de débito";"A";12000;6.62;0;25.0;"N";9
37;26400;"Alugado";5.0;"Educativo";"A";1500;6.91;0;3.1;"N";17
29;42000;"Alugado";1.0;"Médico";"B";11300;9.99;0;23.5;"N";5
23;70000;"Hipoteca";7.0;"Empreendimento";"A";3500;6.03;0;7.3;"N";3
24;40000;"Hipoteca";6.0;"Educativo";"B";5400;12.42;0;11.2;"N";3
27;46000;"Hipoteca";11.0;"Educativo";"A";8725;9.32;1;18.2;"N";9
23;18000;"Alugado";5.0;"Pessoal";"B";4000;10.99;1;8.3;"N";2
23;14400;"Alugado";0.0;"Pagamento de débito";"B";4000;10.74;1;8.3;"N";3
26;48000;"Alugado";10.0;"Pagamento de débito";"B";4500;11.11;0;9.4;"N";4
22;48000;"Hipoteca";4.0;"Médico";"B";15000;9.88;0;31.2;"N";2
20;188004;"Hipoteca";4.0;"Educativo";"A";2000;8.59;0;4.2;"N";4
33;135000;"Hipoteca";0.0;"Empreendimento";"A";10000;7.51;0;20.8;"N";10
27;42000;"Alugado";6.0;"Pessoal";"A";5950;5.99;0;12.4;"N";5
22;32000;"Própria";1.0;"Médico";"B";1200;9.96;0;2.5;"N";2
23;21600;"Alugado";1.0;"Pagamento de débito";"C";2400;15.23;1;5.0;"N";4
22;35500;"Alugado";6.0;"Médico";"D";2500;15.62;1;5.2;"N";2
25;47000;"Alugado";9.0;"Melhora do lar";"D";19750;15.7;1;41.1;"N";4
23;59000;"Hipoteca";7.0;"Educativo";"A";9000;8.49;0;18.8;"N";4
24;45000;"Hipoteca";3.0;"Empreendimento";"C";15000;13.06;0;31.2;"N";3
29;120000;"Própria";11.0;"Pagamento de débito";"D";5000;14.09;0;10.4;"Y";6
22;71400;"Hipoteca";4.0;"Médico";"C";21600;15.27;1;45.0;"Y";2
25;134300;"Alugado";3.0;"Médico";"D";5000;16.49;1;10.4;"N";2
24;44000;"Hipoteca";7.0;"Pessoal";"B";10000;9.99;0;20.8;"N";3
24;72000;"Hipoteca";2.0;"Educativo";"E";6000;16.77;0;12.5;"Y";3
73;75000;"Alugado";0.0;"Médico";"A";7800;0.0;0;16.2;"N";24
31;40000;"Alugado";5.0;"Médico";"C";2500;13.23;0;5.2;"Y";5
33;10080;"Própria";11.0;"Empreendimento";"A";7200;6.03;1;15.0;"N";8
35;44000;"Hipoteca";5.0;"Pagamento de débito";"A";6500;7.51;0;13.5;"N";7
30;96000;"Hipoteca";11.0;"Educativo";"A";7000;6.03;0;14.6;"N";10
30;24000;"Alugado";0.0;"Pagamento de débito";"B";5000;10.59;0;10.4;"N";6
30;22000;"Hipoteca";1.0;"Educativo";"B";5375;12.21;0;11.2;"N";9
24;90000;"Alugado";7.0;"Educativo";"B";16000;12.18;0;33.3;"N";2
22;20000;"Hipoteca";0.0;"Pessoal";"B";16600;9.76;0;34.6;"N";3
22;49000;"Alugado";7.0;"Pagamento de débito";"C";3000;12.23;1;6.2;"Y";2
28;59004;"Hipoteca";1.0;"Pessoal";"A";8000;7.37;1;16.7;"N";6
26;14400;"Alugado";1.0;"Empreendimento";"B";3000;0.0;1;6.2;"N";2
30;70000;"Alugado";4.0;"Empreendimento";"B";2500;10.36;0;5.2;"N";7
26;40000;"Alugado";4.0;"Educativo";"A";12500;6.92;1;26.0;"N";2
24;138000;"Própria";8.0;"Pessoal";"A";16500;6.54;0;34.4;"N";3
26;159960;"Hipoteca";11.0;"Melhora do lar";"";1000;0.0;0;2.1;"N";15
23;85000;"Alugado";7.0;"Pessoal";"B";15000;10.99;0;31.2;"N";3
24;42000;"Alugado";9.0;"Educativo";"A";4200;7.9;0;8.8;"N";2
24;48000;"Hipoteca";2.0;"Educativo";"B";5500;11.36;0;11.5;"N";3
22;42000;"Alugado";7.0;"Educativo";"A";6000;0.0;0;12.5;"N";3
21;57200;"Hipoteca";5.0;"Pagamento de débito";"A";8000;6.03;0;16.7;"N";2
22;48000;"Alugado";2.0;"Educativo";"B";2600;11.12;0;5.4;"N";3
22;62000;"Alugado";6.0;"Pessoal";"A";8000;5.42;0;16.7;"N";3
29;46000;"Hipoteca";9.0;"Pessoal";"A";4000;6.76;0;8.3;"N";9
32;90000;"Alugado";0.0;"Pessoal";"A";8000;7.88;0;16.7;"N";5
26;75000;"Alugado";0.0;"Médico";"B";12000;10.38;0;25.0;"N";3
28;44894;"Própria";8.0;"Educativo";"A";3600;7.88;0;7.5;"N";6
25;70000;"Alugado";2.0;"Melhora do lar";"B";14000;9.99;0;29.2;"N";2
24;40000;"Própria";4.0;"Médico";"A";0;7.9;1;0.0;"";3
22;72000;"Hipoteca";5.0;"Empreendimento";"D";12000;14.84;0;25.0;"Y";4
24;110000;"Hipoteca";8.0;"Pessoal";"D";10000;15.62;0;20.8;"Y";4
32;200000;"Alugado";6.0;"Melhora do lar";"E";35000;19.03;0;72.9;"Y";8
31;120000;"Hipoteca";6.0;"Pessoal";"D";25000;16.32;0;52.1;"Y";7
35;114000;"Hipoteca";11.0;"Educativo";"B";7000;11.49;0;14.6;"N";10
22;24996;"Alugado";4.0;"Pessoal";"B";12000;9.63;1;25.0;"N";3
22;51000;"Alugado";6.0;"Empreendimento";"B";7000;12.18;0;14.6;"N";2
42;40000;"Alugado";0.0;"Pagamento de débito";"B";7200;10.75;0;15.0;"N";17
35;38469;"Alugado";0.0;"Melhora do lar";"C";10000;12.23;1;20.8;"Y";7
21;24996;"Alugado";6.0;"Pagamento de débito";"C";0;14.09;0;0.0;"";5
23;95004;"Alugado";2.0;"Educativo";"A";5000;9.63;0;10.4;"N";4
25;23460;"Alugado";5.0;"Médico";"B";7000;0.0;0;14.6;"N";2
38;32000;"Alugado";0.0;"Pagamento de débito";"B";6000;11.36;1;12.5;"N";16
33;45180;"Hipoteca";0.0;"Empreendimento";"A";7000;8.0;0;14.6;"N";7
27;49000;"Alugado";3.0;"Pessoal";"D";3000;14.96;0;6.2;"Y";8
23;7750000;"";5.0;"Empreendimento";"D";3100;7.05;0;6.5;"N";9
23;32800;"Própria";3.0;"Empreendimento";"A";8000;7.29;0;16.7;"N";3
21;36780;"Alugado";2.0;"Pagamento de débito";"B";12000;11.49;1;25.0;"N";4
25;41412;"Alugado";0.0;"Médico";"B";7600;11.12;0;15.8;"N";3
26;30000;"Alugado";2.0;"Educativo";"B";5000;12.42;1;10.4;"N";2
28;60000;"Hipoteca";4.0;"Pagamento de débito";"A";8000;7.88;0;16.7;"N";5
35;37000;"Alugado";2.0;"Pagamento de débito";"B";2000;11.26;0;4.2;"N";10
22;33000;"Alugado";2.0;"Pagamento de débito";"B";7000;0.0;0;14.6;"N";2
22;100000;"Hipoteca";6.0;"Educativo";"B";3000;11.49;0;6.2;"N";4
25;32004;"Alugado";3.0;"Médico";"D";12000;14.96;1;25.0;"Y";3
22;32004;"Hipoteca";6.0;"Educativo";"A";10000;7.51;0;20.8;"N";2
26;15600;"Alugado";5.0;"Pagamento de débito";"A";5000;5.99;1;10.4;"N";3
24;120000;"Hipoteca";8.0;"Pessoal";"C";20000;12.99;0;41.7;"Y";2
25;35000;"Hipoteca";6.0;"Pessoal";"A";5000;5.99;0;10.4;"N";4
26;67000;"Hipoteca";10.0;"Melhora do lar";"B";10000;12.21;0;20.8;"N";3
27;51600;"Alugado";4.0;"Empreendimento";"A";12000;6.99;0;25.0;"N";9
24;130000;"Hipoteca";3.0;"Pagamento de débito";"B";25000;11.83;0;52.1;"N";3
22;99000;"Hipoteca";6.0;"Empreendimento";"A";18000;8.9;0;37.5;"N";3
27;33600;"Própria";1.0;"Pessoal";"B";21250;8.88;0;44.3;"N";6
27;61200;"Hipoteca";11.0;"Médico";"B";9000;11.83;0;18.8;"N";4
30;51600;"Hipoteca";4.0;"Educativo";"D";12200;15.28;0;25.4;"N";7
32;100000;"Hipoteca";4.0;"Pessoal";"A";6000;7.14;0;12.5;"N";10
24;57600;"Hipoteca";0.0;"Melhora do lar";"A";3300;5.42;0;6.9;"N";4
24;103000;"Própria";8.0;"Educativo";"D";24000;16.77;0;50.0;"N";3
25;90000;"Própria";9.0;"Melhora do lar";"A";10000;8.0;0;20.8;"N";4
25;50000;"Alugado";5.0;"Pessoal";"A";12000;7.88;0;25.0;"N";2
21;30000;"Alugado";0.0;"Médico";"B";1000;10.99;0;2.1;"N";2
27;93000;"Alugado";11.0;"Melhora do lar";"A";12000;8.9;0;25.0;"N";8
47;93000;"Alugado";1.0;"Pessoal";"B";10000;0.0;0;20.8;"N";16
33;70000;"Alugado";6.0;"Pessoal";"D";12000;15.65;0;25.0;"Y";5
23;50000;"Hipoteca";5.0;"Pagamento de débito";"A";6000;7.66;0;12.5;"N";4
24;78996;"Alugado";2.0;"Melhora do lar";"D";20000;14.11;1;41.7;"N";2
34;69600;"Alugado";10.0;"Empreendimento";"A";22650;0.0;1;47.2;"N";6
28;52000;"Hipoteca";0.0;"Pessoal";"A";7500;9.32;0;15.6;"N";6
28;65000;"Hipoteca";4.0;"Melhora do lar";"A";2000;7.49;0;4.2;"N";6
23;64000;"Hipoteca";6.0;"Pagamento de débito";"A";5500;7.14;0;11.5;"N";3
23;23760;"Alugado";2.0;"Pagamento de débito";"B";2800;0.0;0;5.8;"N";2
27;57000;"Alugado";0.0;"Educativo";"B";7000;11.71;0;14.6;"N";8
29;66352;"Hipoteca";5.0;"Melhora do lar";"A";7000;7.88;0;14.6;"N";5
30;61000;"Alugado";4.0;"Médico";"C";4800;14.79;0;10.0;"N";10
29;70000;"Hipoteca";0.0;"Educativo";"A";8000;0.0;0;16.7;"N";9
26;3272727;"Alugado";3.0;"Pessoal";"";3600;13.49;0;7.5;"Y";11
37;40000;"Alugado";1.0;"Empreendimento";"C";21250;12.99;1;44.3;"N";16
38;44000;"Própria";2.0;"Empreendimento";"B";7000;9.76;0;14.6;"N";12
26;38400;"Própria";0.0;"Melhora do lar";"B";7000;12.69;0;14.6;"N";2
23;72000;"Alugado";8.0;"Médico";"B";3000;11.99;0;6.2;"N";2
24;85000;"Hipoteca";8.0;"Médico";"B";25000;10.36;0;52.1;"N";3
26;64999;"Hipoteca";11.0;"Empreendimento";"B";15000;10.99;0;31.2;"N";2
30;55000;"Própria";6.0;"Educativo";"D";21250;15.7;0;44.3;"Y";6
48;54000;"Hipoteca";1.0;"Melhora do lar";"A";2000;5.99;0;4.2;"N";16
26;46890;"Alugado";9.0;"Pessoal";"C";15000;12.99;1;31.2;"Y";3
22;54000;"Alugado";2.0;"Educativo";"B";20000;9.91;1;41.7;"N";4
25;104000;"Hipoteca";9.0;"Melhora do lar";"B";14000;10.99;0;29.2;"N";3
26;58000;"Hipoteca";5.0;"Pessoal";"A";10000;0.0;0;20.8;"N";4
27;110000;"Alugado";5.0;"Médico";"B";18000;9.91;0;37.5;"N";5
0;72000;"Hipoteca";4.0;"Médico";"B";0;0.0;1;0.0;"N";7
22;26000;"Alugado";6.0;"Pessoal";"B";5000;11.99;0;10.4;"N";2
28;52000;"Alugado";12.0;"Melhora do lar";"C";5000;13.48;0;10.4;"Y";7
30;70000;"Alugado";0.0;"Pessoal";"C";15000;13.61;0;31.2;"Y";8
28;95000;"Hipoteca";0.0;"Médico";"C";11000;13.06;0;22.9;"Y";9
27;29160;"Hipoteca";2.0;"Empreendimento";"A";8000;7.51;0;16.7;"N";7
24;21600;"Alugado";0.0;"Educativo";"B";10000;9.91;1;20.8;"N";3
24;56000;"Hipoteca";3.0;"Educativo";"A";15000;8.49;0;31.2;"N";2
27;48000;"Alugado";9.0;"Pagamento de débito";"C";14000;13.79;1;29.2;"N";10
40;69996;"Outro";24.0;"Melhora do lar";"B";6000;12.53;0;12.5;"N";11
21;44000;"Hipoteca";5.0;"Empreendimento";"D";7500;12.92;1;15.6;"N";4
35;61600;"Alugado";4.0;"Médico";"A";4200;7.29;0;8.8;"N";9
0;99000;"Hipoteca";1.0;"Pessoal";"B";10000;6.17;0;20.8;"N";3
28;55000;"Própria";7.0;"Empreendimento";"A";20000;7.49;0;41.7;"N";6
24;52000;"Alugado";3.0;"Médico";"A";3000;0.0;0;6.2;"N";2
24;45000;"Hipoteca";2.0;"";"A";4000;7.51;0;8.3;"";4
24;45000;"Alugado";8.0;"Pessoal";"C";8000;12.73;0;16.7;"N";2
24;39000;"Alugado";1.0;"Pagamento de débito";"D";10000;14.11;1;20.8;"N";3
34;98480;"Hipoteca";18.0;"Pagamento de débito";"C";2500;15.96;0;5.2;"N";10
29;19200;"Alugado";1.0;"Pagamento de débito";"A";2000;5.99;1;4.2;"N";6
34;50000;"Alugado";5.0;"Melhora do lar";"";8000;0.0;0;16.7;"N";2
30;40000;"Alugado";9.0;"Educativo";"D";9000;16.77;0;18.8;"Y";5
26;85000;"Hipoteca";1.0;"Pagamento de débito";"C";15000;12.73;0;31.2;"N";3
22;45012;"Alugado";6.0;"Médico";"D";6500;13.99;1;13.5;"N";2
33;44000;"Alugado";5.0;"";"D";8500;0.0;0;17.7;"N";2
24;96000;"Hipoteca";8.0;"Melhora do lar";"A";11000;5.99;0;22.9;"N";2
32;25591;"Alugado";4.0;"Empreendimento";"B";5000;10.65;0;10.4;"N";9
22;140000;"Alugado";0.0;"Médico";"C";14000;13.11;0;29.2;"N";3
26;74000;"Alugado";3.0;"Pessoal";"B";9000;10.0;0;18.8;"N";3
25;26004;"Alugado";8.0;"Pagamento de débito";"A";7000;6.92;0;14.6;"N";3
22;29916;"Alugado";1.0;"Pessoal";"D";6000;15.65;1;12.5;"N";2
31;273655;"Hipoteca";4.0;"Pagamento de débito";"A";19600;7.51;0;40.8;"N";5
24;40000;"Alugado";0.0;"Médico";"B";3600;10.59;0;7.5;"N";4
23;50000;"Alugado";5.0;"Educativo";"E";9200;15.68;0;19.2;"N";2
27;36200;"Alugado";2.0;"Pagamento de débito";"B";3600;0.0;0;7.5;"N";10
32;140000;"Hipoteca";9.0;"Educativo";"A";11000;5.42;0;22.9;"N";8
23;225000;"Alugado";8.0;"Pagamento de débito";"A";7500;8.63;0;15.6;"N";2
22;34800;"Alugado";7.0;"Pessoal";"G";9600;19.16;1;20.0;"Y";2
25;60500;"Própria";6.0;"Pessoal";"B";17000;12.42;0;35.4;"N";2
27;33996;"Alugado";8.0;"Educativo";"D";6000;15.31;0;12.5;"N";10
53;54000;"Alugado";0.0;"Médico";"D";10000;14.59;1;20.8;"Y";27
23;120000;"Própria";7.0;"Empreendimento";"B";3600;10.59;0;7.5;"N";4
32;71000;"Alugado";2.0;"Educativo";"D";15000;15.95;1;31.2;"N";9
32;65000;"Alugado";3.0;"Melhora do lar";"A";3625;6.03;0;7.6;"N";8
28;60000;"Hipoteca";5.0;"Melhora do lar";"A";2500;0.0;0;5.2;"N";7
29;119604;"Hipoteca";0.0;"Pagamento de débito";"A";5000;9.32;0;10.4;"N";5
22;16800;"Alugado";2.0;"Educativo";"C";1000;13.48;0;2.1;"Y";4
42;26568;"Alugado";6.0;"Pessoal";"B";2500;10.37;0;5.2;"N";14
23;81000;"Hipoteca";0.0;"Pagamento de débito";"B";16000;11.99;1;33.3;"N";3
27;25000;"Própria";4.0;"Pessoal";"A";4000;0.0;0;8.3;"N";9
24;22000;"Alugado";3.0;"Médico";"C";4000;13.92;0;8.3;"N";3
41;52000;"Alugado";2.0;"Pagamento de débito";"A";5000;7.88;0;10.4;"N";13
26;37000;"Alugado";5.0;"Empreendimento";"D";14500;15.33;1;30.2;"N";4
22;37008;"Alugado";2.0;"Pessoal";"B";3600;12.42;0;7.5;"N";3
37;60000;"Alugado";4.0;"Empreendimento";"A";7175;7.9;0;14.9;"N";14
29;70000;"Hipoteca";7.0;"Médico";"B";4000;11.86;0;8.3;"N";6
23;92000;"Alugado";2.0;"Educativo";"A";4000;5.42;0;8.3;"N";2
29;40000;"Alugado";14.0;"Empreendimento";"A";7000;7.14;0;14.6;"N";5
49;61776;"Hipoteca";1.0;"Pessoal";"B";12000;12.21;0;25.0;"N";12
23;50000;"Alugado";8.0;"Médico";"B";5825;10.65;0;12.1;"N";2
23;70000;"Hipoteca";0.0;"Educativo";"A";25000;10.99;0;52.1;"N";10
33;78000;"Hipoteca";17.0;"Médico";"C";3200;13.49;0;6.7;"N";6
0;90000;"Hipoteca";11.0;"Educativo";"";2800;13.61;0;5.8;"Y";3
29;173088;"Hipoteca";13.0;"Empreendimento";"C";8000;13.79;0;16.7;"Y";10
30;65000;"Alugado";2.0;"Pagamento de débito";"B";25000;10.38;1;52.1;"N";8
22;54000;"Hipoteca";0.0;"Educativo";"B";4000;11.14;1;8.3;"N";3
26;107900;"Hipoteca";10.0;"Médico";"A";16500;8.94;0;34.4;"N";3
23;51000;"Própria";7.0;"Empreendimento";"A";6000;5.42;0;12.5;"N";2
25;113000;"Hipoteca";4.0;"Pagamento de débito";"D";5000;14.54;1;10.4;"Y";2
23;60000;"Hipoteca";4.0;"Pessoal";"A";20000;6.54;0;41.7;"N";3
33;65600;"Alugado";4.0;"Pessoal";"C";10600;12.99;0;22.1;"N";7
29;105000;"Hipoteca";13.0;"Pagamento de débito";"B";17000;10.25;0;35.4;"N";10
22;40000;"Própria";0.0;"Empreendimento";"C";6400;14.22;0;13.3;"Y";2
22;45000;"Alugado";0.0;"Educativo";"C";4000;12.98;0;8.3;"Y";3
26;44000;"Hipoteca";6.0;"Educativo";"A";10000;5.42;1;20.8;"N";4
31;73000;"Alugado";5.0;"Melhora do lar";"B";5800;10.37;0;12.1;"N";6
26;132750;"Hipoteca";8.0;"Melhora do lar";"B";12000;11.49;0;25.0;"N";4
27;75000;"Hipoteca";11.0;"Melhora do lar";"A";10000;0.0;0;20.8;"N";7
55;28800;"Própria";1.0;"Pessoal";"D";5000;15.33;0;10.4;"N";22
30;114132;"Hipoteca";1.0;"Pagamento de débito";"D";14400;14.54;1;30.0;"N";10
29;92250;"Alugado";2.0;"Médico";"B";13000;10.99;0;27.1;"N";9
27;128000;"Alugado";11.0;"Pagamento de débito";"D";24250;14.59;1;50.5;"N";10
24;84000;"Hipoteca";8.0;"Educativo";"B";18000;9.99;0;37.5;"N";2
24;57000;"Hipoteca";9.0;"Médico";"C";6500;13.04;1;13.5;"Y";4
29;200000;"Alugado";14.0;"Educativo";"B";16000;12.69;0;33.3;"N";7
37;528000;"Alugado";4.0;"Empreendimento";"D";15000;0.0;0;31.2;"N";12
23;44000;"Alugado";7.0;"Pagamento de débito";"D";13000;16.29;1;27.1;"N";3
29;47133;"Alugado";5.0;"Médico";"B";5100;11.86;0;10.6;"N";7
23;24000;"Alugado";2.0;"Médico";"B";2800;11.49;1;5.8;"N";3
29;12000;"Alugado";0.0;"Pessoal";"B";5600;12.18;1;11.7;"N";10
22;82000;"Hipoteca";5.0;"Educativo";"B";20000;9.88;0;41.7;"N";4
23;89000;"Alugado";7.0;"Educativo";"C";7000;0.0;0;14.6;"N";3
30;85000;"Hipoteca";2.0;"Educativo";"C";25000;12.84;0;52.1;"Y";8
33;56100;"Própria";13.0;"Melhora do lar";"A";16000;6.03;0;33.3;"N";8
30;48000;"Alugado";7.0;"Empreendimento";"C";8000;13.23;0;16.7;"Y";5
35;17640;"Própria";0.0;"Pessoal";"D";4000;16.29;1;8.3;"N";8
25;27000;"Alugado";9.0;"Empreendimento";"B";6000;11.86;0;12.5;"N";3
27;19200;"Alugado";2.0;"Pessoal";"B";5000;12.53;1;10.4;"N";7
47;70000;"Alugado";2.0;"Educativo";"C";9000;12.87;0;18.8;"N";14
23;30000;"Alugado";0.0;"Melhora do lar";"C";5000;12.99;1;10.4;"Y";2
21;65000;"Alugado";5.0;"Empreendimento";"C";10000;13.47;0;20.8;"Y";3
27;63000;"Hipoteca";12.0;"Pagamento de débito";"C";15500;14.65;0;32.3;"N";5
27;115000;"Hipoteca";11.0;"Pessoal";"B";14400;12.69;0;30.0;"N";6
31;46080;"Alugado";3.0;"Médico";"E";2800;17.56;0;5.8;"N";10
24;32000;"Alugado";1.0;"Médico";"A";12000;7.29;1;25.0;"N";2
40;148350;"Hipoteca";11.0;"Melhora do lar";"A";5000;6.03;0;10.4;"N";16
43;90000;"Hipoteca";0.0;"Empreendimento";"D";15000;14.46;0;31.2;"Y";11
23;66000;"Hipoteca";0.0;"Pessoal";"A";7800;7.88;0;16.2;"N";3
24;80000;"Hipoteca";8.0;"Empreendimento";"C";12000;13.99;0;25.0;"Y";3
24;95000;"Alugado";4.0;"Pessoal";"A";2400;5.99;0;5.0;"N";3
23;57600;"Hipoteca";0.0;"Empreendimento";"B";1000;0.0;0;2.1;"N";2
26;37800;"Hipoteca";10.0;"Melhora do lar";"D";7000;14.96;1;14.6;"N";4
32;125000;"Hipoteca";4.0;"Educativo";"A";9000;6.62;0;18.8;"N";10
26;110000;"Hipoteca";0.0;"Empreendimento";"A";15600;6.17;0;32.5;"N";4
29;80004;"Alugado";12.0;"Pessoal";"B";2000;9.76;0;4.2;"N";10
25;85000;"Alugado";0.0;"Médico";"E";1000;7.51;0;2.1;"N";17
22;40000;"Hipoteca";5.0;"Médico";"B";8000;10.74;0;16.7;"N";3
28;178000;"Alugado";5.0;"Educativo";"D";25000;14.46;1;52.1;"Y";7
31;351699;"Alugado";7.0;"Empreendimento";"D";10500;15.7;0;21.9;"N";6
24;31000;"Hipoteca";8.0;"Educativo";"A";5000;5.42;0;10.4;"N";2
28;42000;"Alugado";4.0;"Médico";"B";3000;10.25;0;6.2;"N";10
49;88400;"Hipoteca";4.0;"Médico";"C";20000;13.92;0;41.7;"Y";14
22;61547;"Própria";1.0;"Educativo";"D";24250;14.96;0;50.5;"Y";3
23;66000;"Alugado";0.0;"Educativo";"B";9200;11.86;0;19.2;"N";2
33;123000;"Alugado";5.0;"Educativo";"B";12000;11.83;0;25.0;"N";10
23;34500;"Alugado";3.0;"Pagamento de débito";"B";4000;11.49;0;8.3;"N";4
34;120000;"Alugado";0.0;"Pagamento de débito";"A";2200;7.51;0;4.6;"N";5
29;52000;"Alugado";4.0;"Pessoal";"B";3600;11.71;0;7.5;"N";8
30;74000;"Hipoteca";14.0;"Empreendimento";"C";14000;13.92;0;29.2;"Y";10
22;40000;"Alugado";2.0;"Educativo";"B";10000;0.0;0;20.8;"N";4
25;52000;"Hipoteca";9.0;"Pagamento de débito";"B";8500;10.74;0;17.7;"N";3
29;60000;"Alugado";0.0;"Médico";"C";5000;14.22;1;10.4;"N";9
24;99996;"Alugado";0.0;"Melhora do lar";"C";20000;14.22;0;41.7;"Y";3
22;65004;"Hipoteca";6.0;"Médico";"A";5500;6.03;0;11.5;"N";2
27;20000;"Alugado";1.0;"Educativo";"C";6000;13.11;0;12.5;"Y";5
41;62500;"Hipoteca";17.0;"Melhora do lar";"A";5000;8.49;0;10.4;"N";15
44;59000;"Alugado";1.0;"Educativo";"D";10000;15.62;1;20.8;"N";13
26;82000;"Hipoteca";1.0;"Melhora do lar";"C";20000;13.57;0;41.7;"N";2
24;45000;"Alugado";5.0;"Educativo";"A";1000;7.4;0;2.1;"N";3
24;87504;"Própria";9.0;"Empreendimento";"B";7000;8.88;0;14.6;"N";3
24;22000;"Hipoteca";8.0;"Pessoal";"A";8000;5.42;0;16.7;"N";4
30;49200;"Hipoteca";13.0;"Melhora do lar";"A";9250;0.0;0;19.3;"N";8
31;100000;"Hipoteca";5.0;"Educativo";"B";5000;12.69;0;10.4;"N";7
25;60000;"Própria";9.0;"Melhora do lar";"A";5000;7.29;0;10.4;"N";4
26;61200;"Própria";4.0;"Melhora do lar";"C";1500;12.84;0;3.1;"Y";2
36;65000;"Alugado";7.0;"Médico";"B";15000;10.59;0;31.2;"N";17
73;39240;"Alugado";0.0;"Médico";"B";1800;12.53;0;3.8;"N";21
22;70000;"Hipoteca";6.0;"Empreendimento";"B";6000;11.49;0;12.5;"N";2
23;78000;"Alugado";2.0;"Empreendimento";"D";20000;15.65;0;41.7;"Y";3
52;100000;"Própria";4.0;"Pessoal";"B";10000;9.88;0;20.8;"N";25
21;30000;"Alugado";3.0;"Educativo";"C";5600;13.61;0;11.7;"Y";2
27;0;"Alugado";0.0;"Pagamento de débito";"B";15000;11.83;0;31.2;"N";10
